,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
353,300,Skitty,Eneco,エネコ (Eneco),3,Normal,Kitten Pokémon,1,Normal,,0.6,11,3,Cute Charm,Normalize,Wonder Skin,260,50,45,45,35,35,50,255,70,52,Fast,2,Fairy,Field,25,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
354,301,Delcatty,Enekoro,エネコロロ (Enekororo),3,Normal,Prim Pokémon,1,Normal,,1.1,32.6,3,Cute Charm,Normalize,Wonder Skin,400,70,65,65,55,55,90,60,70,140,Fast,2,Fairy,Field,25,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
355,302,Sableye,Zobiris,ヤミラミ (Yamirami),3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,11,3,Keen Eye,Stall,Prankster,380,50,75,75,65,65,50,45,35,133,Medium Slow,1,Human-Like,,50,25,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
356,302,Mega Sableye,Zobiris,ヤミラミ (Yamirami),3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,161,1,Magic Bounce,,,480,50,85,125,85,115,20,45,35,168,Medium Slow,1,Human-Like,,50,25,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
357,303,Mawile,Flunkifer,クチート (Kucheat),3,Normal,Deceiver Pokémon,2,Steel,Fairy,0.6,11.5,3,Hyper Cutter,Intimidate,Sheer Force,380,50,85,85,55,55,50,45,70,133,Fast,2,Fairy,Field,50,20,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
358,303,Mega Mawile,Flunkifer,クチート (Kucheat),3,Normal,Deceiver Pokémon,2,Steel,Fairy,1,23.5,1,Huge Power,,,480,50,105,125,55,95,50,45,70,168,Fast,2,Fairy,Field,50,20,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
359,304,Aron,Stollunior,ココドラ (Cokodora),3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.4,60,3,Sturdy,Rock Head,Heavy Metal,330,50,70,100,40,40,30,180,35,66,Slow,1,Monster,,50,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
360,305,Lairon,Stollrak,コドラ (Kodora),3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.9,120,3,Sturdy,Rock Head,Heavy Metal,430,60,90,140,50,50,40,90,35,151,Slow,1,Monster,,50,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
361,306,Aggron,Stolloss,ボスゴドラ (Bossgodora),3,Normal,Iron Armor Pokémon,2,Steel,Rock,2.1,360,3,Sturdy,Rock Head,Heavy Metal,530,70,110,180,60,60,50,45,35,239,Slow,1,Monster,,50,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
362,306,Mega Aggron,Stolloss,ボスゴドラ (Bossgodora),3,Normal,Iron Armor Pokémon,1,Steel,,2.2,395,1,Filter,,,630,70,140,230,60,80,50,45,35,284,Slow,1,Monster,,50,35,0.5,1.5,1,1,0.5,0.5,1.5,0,1.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
363,307,Meditite,Meditie,アサナン (Asanan),3,Normal,Meditate Pokémon,2,Fighting,Psychic,0.6,11.2,2,Pure Power,,Telepathy,280,30,40,55,40,55,60,180,70,56,Medium Fast,1,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
364,308,Medicham,Meditalis,チャーレム (Charem),3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,2,Pure Power,,Telepathy,410,60,60,75,60,75,80,90,70,144,Medium Fast,1,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
365,308,Mega Medicham,Meditalis,チャーレム (Charem),3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,1,Pure Power,,,510,60,100,85,80,85,100,90,70,179,Medium Fast,1,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
366,309,Electrike,Frizelbliz,ラクライ (Rakurai),3,Normal,Lightning Pokémon,1,Electric,,0.6,15.2,3,Static,Lightning Rod,Minus,295,40,45,40,65,40,65,120,70,59,Slow,1,Field,,50,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
367,310,Manectric,Voltenso,ライボルト (Livolt),3,Normal,Discharge Pokémon,1,Electric,,1.5,40.2,3,Static,Lightning Rod,Minus,475,70,75,60,105,60,105,45,70,166,Slow,1,Field,,50,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
368,310,Mega Manectric,Voltenso,ライボルト (Livolt),3,Normal,Discharge Pokémon,1,Electric,,1.8,44,1,Intimidate,,,575,70,75,80,135,80,135,45,70,201,Slow,1,Field,,50,20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
369,311,Plusle,Plusle,プラスル (Prasle),3,Normal,Cheering Pokémon,1,Electric,,0.4,4.2,2,Plus,,Lightning Rod,405,60,50,40,85,75,95,200,70,142,Medium Fast,1,Fairy,,50,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
370,312,Minun,Minun,マイナン (Minun),3,Normal,Cheering Pokémon,1,Electric,,0.4,4.2,2,Minus,,Volt Absorb,405,60,40,50,75,85,95,200,70,142,Medium Fast,1,Fairy,,50,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
371,313,Volbeat,Volbeat,バルビート (Barubeat),3,Normal,Firefly Pokémon,1,Bug,,0.7,17.7,3,Illuminate,Swarm,Prankster,430,65,73,75,47,85,85,150,70,151,Erratic,2,Bug,Human-Like,100,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
372,314,Illumise,Illumise,イルミーゼ (Illumise),3,Normal,Firefly Pokémon,1,Bug,,0.6,17.7,3,Oblivious,Tinted Lens,Prankster,430,65,47,75,73,85,85,150,70,151,Fluctuating,2,Bug,Human-Like,0,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
373,315,Roselia,Roselia,ロゼリア (Roselia),3,Normal,Thorn Pokémon,2,Grass,Poison,0.3,2,3,Natural Cure,Poison Point,Leaf Guard,400,50,60,45,100,80,65,150,70,140,Medium Slow,2,Fairy,Grass,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
374,316,Gulpin,Schluppuck,ゴクリン (Gokulin),3,Normal,Stomach Pokémon,1,Poison,,0.4,10.3,3,Liquid Ooze,Sticky Hold,Gluttony,302,70,43,53,43,53,40,225,70,60,Fluctuating,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
375,317,Swalot,Schlukwech,マルノーム (Marunoom),3,Normal,Poison Bag Pokémon,1,Poison,,1.7,80,3,Liquid Ooze,Sticky Hold,Gluttony,467,100,73,83,73,83,55,75,70,163,Fluctuating,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
376,318,Carvanha,Kanivanha,キバニア (Kibanha),3,Normal,Savage Pokémon,2,Water,Dark,0.8,20.8,2,Rough Skin,,Speed Boost,305,45,90,20,65,20,65,225,35,61,Slow,1,Water 2,,50,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
377,319,Sharpedo,Tohaido,サメハダー (Samehader),3,Normal,Brutal Pokémon,2,Water,Dark,1.8,88.8,2,Rough Skin,,Speed Boost,460,70,120,40,95,40,95,60,35,161,Slow,1,Water 2,,50,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
378,319,Mega Sharpedo,Tohaido,サメハダー (Samehader),3,Normal,Brutal Pokémon,2,Water,Dark,2.5,130.3,1,Strong Jaw,,,560,70,140,70,110,65,105,60,35,196,Slow,1,Water 2,,50,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
379,320,Wailmer,Wailmer,ホエルコ (Hoeruko),3,Normal,Ball Whale Pokémon,1,Water,,2,130,3,Water Veil,Oblivious,Pressure,400,130,70,35,70,35,60,125,70,80,Fluctuating,2,Field,Water 2,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
380,321,Wailord,Wailord,ホエルオー (Whaloh),3,Normal,Float Whale Pokémon,1,Water,,14.5,398,3,Water Veil,Oblivious,Pressure,500,170,90,45,90,45,60,60,70,175,Fluctuating,2,Field,Water 2,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
381,322,Numel,Camaub,ドンメル (Donmel),3,Normal,Numb Pokémon,2,Fire,Ground,0.7,24,3,Oblivious,Simple,Own Tempo,305,60,60,40,65,45,35,255,70,61,Medium Fast,1,Field,,50,20,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
382,323,Camerupt,Camerupt,バクーダ (Bakuuda),3,Normal,Eruption Pokémon,2,Fire,Ground,1.9,220,3,Magma Armor,Solid Rock,Anger Point,460,70,100,70,105,75,40,150,70,161,Medium Fast,1,Field,,50,20,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
383,323,Mega Camerupt,Camerupt,バクーダ (Bakuuda),3,Normal,Eruption Pokémon,2,Fire,Ground,2.5,320.5,1,Sheer Force,,,560,70,120,100,145,105,20,150,70,196,Medium Fast,1,Field,,50,20,1,0.5,3,0,1,1,1,0.5,1.5,1,1,0.5,1,1,1,1,0.5,0.5
384,324,Torkoal,Qurtel,コータス (Cotoise),3,Normal,Coal Pokémon,1,Fire,,0.5,80.4,3,White Smoke,Drought,Shell Armor,470,70,85,140,85,70,20,90,70,165,Medium Fast,1,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
385,325,Spoink,Spoink,バネブー (Baneboo),3,Normal,Bounce Pokémon,1,Psychic,,0.7,30.6,3,Thick Fat,Own Tempo,Gluttony,330,60,25,35,70,80,60,255,70,66,Fast,1,Field,,50,20,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
386,326,Grumpig,Groink,ブーピッグ (Boopig),3,Normal,Manipulate Pokémon,1,Psychic,,0.9,71.5,3,Thick Fat,Own Tempo,Gluttony,470,80,45,65,90,110,80,60,70,165,Fast,1,Field,,50,20,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
387,327,Spinda,Pandir,パッチール (Patcheel),3,Normal,Spot Panda Pokémon,1,Normal,,1.1,5,3,Own Tempo,Tangled Feet,Contrary,360,60,60,60,60,60,60,255,70,126,Fast,2,Field,Human-Like,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
388,328,Trapinch,Knacklion,ナックラー (Nuckrar),3,Normal,Ant Pit Pokémon,1,Ground,,0.7,15,3,Hyper Cutter,Arena Trap,Sheer Force,290,45,100,45,45,45,10,255,70,58,Medium Slow,2,Bug,Dragon,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
389,329,Vibrava,Vibrava,ビブラーバ (Vibrava),3,Normal,Vibration Pokémon,2,Ground,Dragon,1.1,15.3,1,Levitate,,,340,50,70,50,50,50,70,120,70,119,Medium Slow,2,Bug,Dragon,50,20,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
390,330,Flygon,Libelldra,フライゴン (Flygon),3,Normal,Mystic Pokémon,2,Ground,Dragon,2,82,1,Levitate,,,520,80,100,80,80,80,100,45,70,234,Medium Slow,2,Bug,Dragon,50,20,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
391,331,Cacnea,Tuska,サボネア (Sabonea),3,Normal,Cactus Pokémon,1,Grass,,0.4,51.3,2,Sand Veil,,Water Absorb,335,50,85,40,85,40,35,190,35,67,Medium Slow,2,Grass,Human-Like,50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
392,332,Cacturne,Noktuska,ノクタス (Noctus),3,Normal,Scarecrow Pokémon,2,Grass,Dark,1.3,77.4,2,Sand Veil,,Water Absorb,475,70,115,60,115,60,55,60,35,166,Medium Slow,2,Grass,Human-Like,50,20,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
393,333,Swablu,Wablu,チルット (Tyltto),3,Normal,Cotton Bird Pokémon,2,Normal,Flying,0.4,1.2,2,Natural Cure,,Cloud Nine,310,45,40,60,40,75,50,255,70,62,Erratic,2,Dragon,Flying,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
394,334,Altaria,Altaria,チルタリス (Tyltalis),3,Normal,Humming Pokémon,2,Dragon,Flying,1.1,20.6,2,Natural Cure,,Cloud Nine,490,75,70,90,70,105,80,45,70,172,Erratic,2,Dragon,Flying,50,20,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
395,334,Mega Altaria,Altaria,チルタリス (Tyltalis),3,Normal,Humming Pokémon,2,Dragon,Fairy,1.5,20.6,1,Pixilate,,,590,75,110,110,110,105,80,45,70,207,Erratic,2,Dragon,Flying,50,20,1,0.5,0.5,0.5,0.5,2,0.5,2,1,1,1,0.5,1,1,0,0.5,2,2
396,335,Zangoose,Sengo,ザングース (Zangoose),3,Normal,Cat Ferret Pokémon,1,Normal,,1.3,40.3,2,Immunity,,Toxic Boost,458,73,115,60,60,60,90,90,70,160,Erratic,1,Field,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
397,336,Seviper,Vipitis,ハブネーク (Habunake),3,Normal,Fang Snake Pokémon,1,Poison,,2.7,52.5,2,Shed Skin,,Infiltrator,458,73,100,60,100,60,65,90,70,160,Fluctuating,2,Dragon,Field,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
398,337,Lunatone,Lunastein,ルナトーン (Lunatone),3,Normal,Meteorite Pokémon,2,Rock,Psychic,1,168,1,Levitate,,,460,90,55,65,95,85,70,45,70,161,Fast,1,Mineral,,,25,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
399,338,Solrock,Sonnfel,ソルロック (Solrock),3,Normal,Meteorite Pokémon,2,Rock,Psychic,1.2,154,1,Levitate,,,460,90,95,85,55,65,70,45,70,161,Fast,1,Mineral,,,25,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
400,339,Barboach,Schmerbe,ドジョッチ (Dojoach),3,Normal,Whiskers Pokémon,2,Water,Ground,0.4,1.9,3,Oblivious,Anticipation,Hydration,288,50,48,43,46,41,60,190,70,58,Medium Fast,1,Water 2,,50,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
401,340,Whiscash,Welsar,ナマズン (Namazun),3,Normal,Whiskers Pokémon,2,Water,Ground,0.9,23.6,3,Oblivious,Anticipation,Hydration,468,110,78,73,76,71,60,75,70,164,Medium Fast,1,Water 2,,50,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
402,341,Corphish,Krebscorps,ヘイガニ (Heigani),3,Normal,Ruffian Pokémon,1,Water,,0.6,11.5,3,Hyper Cutter,Shell Armor,Adaptability,308,43,80,65,50,35,35,205,70,62,Fluctuating,2,Water 1,Water 3,50,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
403,342,Crawdaunt,Krebutack,シザリガー (Shizariger),3,Normal,Rogue Pokémon,2,Water,Dark,1.1,32.8,3,Hyper Cutter,Shell Armor,Adaptability,468,63,120,85,90,55,55,155,70,164,Fluctuating,2,Water 1,Water 3,50,15,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
404,343,Baltoy,Puppance,ヤジロン (Yajilon),3,Normal,Clay Doll Pokémon,2,Ground,Psychic,0.5,21.5,1,Levitate,,,300,40,40,55,40,70,55,255,70,60,Medium Fast,1,Mineral,,,20,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
405,344,Claydol,Lepumentas,ネンドール (Nendoll),3,Normal,Clay Doll Pokémon,2,Ground,Psychic,1.5,108,1,Levitate,,,500,60,70,105,70,120,75,90,70,175,Medium Fast,1,Mineral,,,20,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
406,345,Lileep,Liliep,リリーラ (Lilyla),3,Normal,Sea Lily Pokémon,2,Rock,Grass,1,23.8,2,Suction Cups,,Storm Drain,355,66,41,77,61,87,23,45,70,71,Erratic,1,Water 3,,87.5,30,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
407,346,Cradily,Wielie,ユレイドル (Yuradle),3,Normal,Barnacle Pokémon,2,Rock,Grass,1.5,60.4,2,Suction Cups,,Storm Drain,495,86,81,97,81,107,43,45,70,173,Erratic,1,Water 3,,87.5,30,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
408,347,Anorith,Anorith,アノプス (Anopth),3,Normal,Old Shrimp Pokémon,2,Rock,Bug,0.7,12.5,2,Battle Armor,,Swift Swim,355,45,95,50,40,50,75,45,70,71,Erratic,1,Water 3,,87.5,30,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
409,348,Armaldo,Armaldo,アーマルド (Armaldo),3,Normal,Plate Pokémon,2,Rock,Bug,1.5,68.2,2,Battle Armor,,Swift Swim,495,75,125,100,70,80,45,45,70,173,Erratic,1,Water 3,,87.5,30,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
410,349,Feebas,Barschwa,ヒンバス (Hinbass),3,Normal,Fish Pokémon,1,Water,,0.6,7.4,3,Swift Swim,Oblivious,Adaptability,200,20,15,20,10,55,80,255,70,40,Erratic,2,Dragon,Water 1,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
411,350,Milotic,Milotic,ミロカロス (Milokaross),3,Normal,Tender Pokémon,1,Water,,6.2,162,3,Marvel Scale,Competitive,Cute Charm,540,95,60,79,100,125,81,60,70,189,Erratic,2,Dragon,Water 1,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
412,351,Castform,Formeo,ポワルン (Powalen),3,Normal,Weather Pokémon,1,Normal,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,2,Amorphous,Fairy,50,25,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
413,351,Castform Sunny Form,Formeo,ポワルン (Powalen),3,Normal,Weather Pokémon,1,Fire,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,2,Amorphous,Fairy,50,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
414,351,Castform Rainy Form,Formeo,ポワルン (Powalen),3,Normal,Weather Pokémon,1,Water,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,2,Amorphous,Fairy,50,25,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
415,351,Castform Snowy Form,Formeo,ポワルン (Powalen),3,Normal,Weather Pokémon,1,Ice,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,2,Amorphous,Fairy,50,25,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
416,352,Kecleon,Kecleon,カクレオン (Kakureon),3,Normal,Color Swap Pokémon,1,Normal,,1,22,2,Color Change,,Protean,440,60,90,70,60,120,40,200,70,154,Medium Slow,1,Field,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
417,353,Shuppet,Shuppet,カゲボウズ (Kagebouzu),3,Normal,Puppet Pokémon,1,Ghost,,0.6,2.3,3,Insomnia,Frisk,Cursed Body,295,44,75,35,63,33,45,225,35,59,Fast,1,Amorphous,,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
418,354,Banette,Banette,ジュペッタ (Juppeta),3,Normal,Marionette Pokémon,1,Ghost,,1.1,12.5,3,Insomnia,Frisk,Cursed Body,455,64,115,65,83,63,65,45,35,159,Fast,1,Amorphous,,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
419,354,Mega Banette,Banette,ジュペッタ (Juppeta),3,Normal,Marionette Pokémon,1,Ghost,,1.2,13,1,Prankster,,,555,64,165,75,93,83,75,45,35,194,Fast,1,Amorphous,,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
420,355,Duskull,Zwirrlicht,ヨマワル (Yomawaru),3,Normal,Requiem Pokémon,1,Ghost,,0.8,15,2,Levitate,,Frisk,295,20,40,90,30,90,25,190,35,59,Fast,1,Amorphous,,50,25,0,1,1,1,1,1,0,0.5,0,1,1,0.5,1,2,1,2,1,1
421,356,Dusclops,Zwirrklop,サマヨール (Samayouru),3,Normal,Beckon Pokémon,1,Ghost,,1.6,30.6,2,Pressure,,Frisk,455,40,70,130,60,130,25,90,35,159,Fast,1,Amorphous,,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
422,357,Tropius,Tropius,トロピウス (Tropius),3,Normal,Fruit Pokémon,2,Grass,Flying,2,100,3,Chlorophyll,Solar Power,Harvest,460,99,68,83,72,87,51,200,70,161,Slow,2,Grass,Monster,50,25,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
423,358,Chimecho,Palimpalim,チリーン (Chirean),3,Normal,Wind Chime Pokémon,1,Psychic,,0.6,1,1,Levitate,,,455,75,50,80,95,90,65,45,70,159,Fast,1,Amorphous,,50,25,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
424,359,Absol,Absol,アブソル (Absol),3,Normal,Disaster Pokémon,1,Dark,,1.2,47,3,Pressure,Super Luck,Justified,465,65,130,60,75,60,75,30,35,163,Medium Slow,1,Field,,50,25,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
425,359,Mega Absol,Absol,アブソル (Absol),3,Normal,Disaster Pokémon,1,Dark,,1.2,49,1,Magic Bounce,,,565,65,150,60,115,60,115,30,35,198,Medium Slow,1,Field,,50,25,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
426,360,Wynaut,Isso,ソーナノ (Sohnano),3,Normal,Bright Pokémon,1,Psychic,,0.6,14,2,Shadow Tag,,Telepathy,260,95,23,48,23,48,23,125,70,52,Medium Fast,1,Undiscovered,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
427,361,Snorunt,Schneppke,ユキワラシ (Yukiwarashi),3,Normal,Snow Hat Pokémon,1,Ice,,0.7,16.8,3,Inner Focus,Ice Body,Moody,300,50,50,50,50,50,50,190,70,60,Medium Fast,2,Fairy,Mineral,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
428,362,Glalie,Firnontor,オニゴーリ (Onigohri),3,Normal,Face Pokémon,1,Ice,,1.5,256.5,3,Inner Focus,Ice Body,Moody,480,80,80,80,80,80,80,75,70,168,Medium Fast,2,Fairy,Mineral,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
429,362,Mega Glalie,Firnontor,オニゴーリ (Onigohri),3,Normal,Face Pokémon,1,Ice,,2.1,350.2,1,Refrigerate,,,580,80,120,80,120,80,100,75,70,203,Medium Fast,2,Fairy,Mineral,50,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
430,363,Spheal,Seemops,タマザラシ (Tamazarashi),3,Normal,Clap Pokémon,2,Ice,Water,0.8,39.5,3,Thick Fat,Ice Body,Oblivious,290,70,40,50,55,50,25,255,70,58,Medium Slow,2,Field,Water 1,50,20,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1
431,364,Sealeo,Seejong,トドグラー (Todoggler),3,Normal,Ball Roll Pokémon,2,Ice,Water,1.1,87.6,3,Thick Fat,Ice Body,Oblivious,410,90,60,70,75,70,45,120,70,144,Medium Slow,2,Field,Water 1,50,20,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1
432,365,Walrein,Walraisa,トドゼルガ (Todoseruga),3,Normal,Ice Break Pokémon,2,Ice,Water,1.4,150.6,3,Thick Fat,Ice Body,Oblivious,530,110,80,90,95,90,65,45,70,239,Medium Slow,2,Field,Water 1,50,20,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1
433,366,Clamperl,Perlu,パールル (Pearlulu),3,Normal,Bivalve Pokémon,1,Water,,0.4,52.5,2,Shell Armor,,Rattled,345,35,64,85,74,55,32,255,70,69,Erratic,1,Water 1,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
434,367,Huntail,Aalabyss,ハンテール (Huntail),3,Normal,Deep Sea Pokémon,1,Water,,1.7,27,2,Swift Swim,,Water Veil,485,55,104,105,94,75,52,60,70,170,Erratic,1,Water 1,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
435,368,Gorebyss,Saganabyss,サクラビス (Sakurabyss),3,Normal,South Sea Pokémon,1,Water,,1.8,22.6,2,Swift Swim,,Hydration,485,55,84,105,114,75,52,60,70,170,Erratic,1,Water 1,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
436,369,Relicanth,Relicanth,ジーランス (Glanth),3,Normal,Longevity Pokémon,2,Water,Rock,1,23.4,3,Swift Swim,Rock Head,Sturdy,485,100,90,130,45,65,55,25,70,170,Slow,2,Water 1,Water 2,87.5,40,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
437,370,Luvdisc,Liebiskus,ラブカス (Lovecus),3,Normal,Rendezvous Pokémon,1,Water,,0.6,8.7,2,Swift Swim,,Hydration,330,43,30,55,40,65,97,225,70,116,Fast,1,Water 2,,25,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
438,371,Bagon,Kindwurm,タツベイ (Tatsubay),3,Normal,Rock Head Pokémon,1,Dragon,,0.6,42.1,2,Rock Head,,Sheer Force,300,45,75,60,40,30,50,45,35,60,Slow,1,Dragon,,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
